actor_lr,critic_lr,buf_size,batch_size,ou_theta,ou_sigma,auc_seed_1000,auc_seed_2000,auc_seed_3000,auc_seed_4000,auc_seed_5000,auc_seed_6000,auc_seed_7000,auc_seed_8000,auc_seed_9000,auc_seed_10000,mean_auc,std_auc,min_auc,max_auc,n_seeds,file_name
0.01,0.01,500000,64,0.2,0.2,-50119.05533399497,,,-50119.22744649277,,-50064.48014781386,,,,,-50100.920976100526,25.767652594444694,-50119.22744649277,25.767652594444694,7,car-train_1000_2000000_al_0.01_cl_0.01_buf_500000_bs_64_th_0.2_sig_0.2;car-train_4000_2000000_al_0.01_cl_0.01_buf_500000_bs_64_th_0.2_sig_0.2;car-train_6000_2000000_al_0.01_cl_0.01_buf_500000_bs_64_th_0.2_sig_0.2
0.0001,0.01,100000,64,0.2,0.2,-50119.32984351056,-50118.92293569206,,-50119.19619411096,,-50064.82557530646,,-50064.61334917965,,-50119.23586188693,-50101.02062661443,25.669170006429862,-50119.32984351056,25.669170006429862,10,car-train_10000_2000000_al_0.0001_cl_0.01_buf_100000_bs_64_th_0.2_sig_0.2;car-train_1000_2000000_al_0.0001_cl_0.01_buf_100000_bs_64_th_0.2_sig_0.2;car-train_2000_2000000_al_0.0001_cl_0.01_buf_100000_bs_64_th_0.2_sig_0.2;car-train_4000_2000000_al_0.0001_cl_0.01_buf_100000_bs_64_th_0.2_sig_0.2;car-train_6000_2000000_al_0.0001_cl_0.01_buf_100000_bs_64_th_0.2_sig_0.2;car-train_8000_2000000_al_0.0001_cl_0.01_buf_100000_bs_64_th_0.2_sig_0.2
0.0001,0.01,500000,64,0.15,0.2,,,,-50119.24628326821,,-50064.65552407994,,,,-50119.334156923665,-50101.07865475727,25.755067678655283,-50119.334156923665,25.755067678655283,7,car-train_10000_2000000_al_0.0001_cl_0.01_buf_500000_bs_64_th_0.15_sig_0.2;car-train_4000_2000000_al_0.0001_cl_0.01_buf_500000_bs_64_th_0.15_sig_0.2;car-train_6000_2000000_al_0.0001_cl_0.01_buf_500000_bs_64_th_0.15_sig_0.2
0.0001,0.01,100000,64,0.15,0.2,-50119.19343948641,-50122.98284255518,,-50119.24628326821,,-50064.65552408446,,-50064.63530156276,,-50119.334156923665,-50101.674591313444,26.21671398085006,-50122.98284255518,26.21671398085006,10,car-train_10000_2000000_al_0.0001_cl_0.01_buf_100000_bs_64_th_0.15_sig_0.2;car-train_1000_2000000_al_0.0001_cl_0.01_buf_100000_bs_64_th_0.15_sig_0.2;car-train_2000_2000000_al_0.0001_cl_0.01_buf_100000_bs_64_th_0.15_sig_0.2;car-train_4000_2000000_al_0.0001_cl_0.01_buf_100000_bs_64_th_0.15_sig_0.2;car-train_6000_2000000_al_0.0001_cl_0.01_buf_100000_bs_64_th_0.15_sig_0.2;car-train_8000_2000000_al_0.0001_cl_0.01_buf_100000_bs_64_th_0.15_sig_0.2
0.0001,0.01,500000,64,0.2,0.2,,-50118.92293569206,,-50119.19619411096,,,,-50064.61334917965,,-50119.23586188693,-50105.492085217404,23.601656733296224,-50119.23586188693,23.601656733296224,8,car-train_10000_2000000_al_0.0001_cl_0.01_buf_500000_bs_64_th_0.2_sig_0.2;car-train_2000_2000000_al_0.0001_cl_0.01_buf_500000_bs_64_th_0.2_sig_0.2;car-train_4000_2000000_al_0.0001_cl_0.01_buf_500000_bs_64_th_0.2_sig_0.2;car-train_8000_2000000_al_0.0001_cl_0.01_buf_500000_bs_64_th_0.2_sig_0.2
0.0001,0.01,100000,64,0.25,0.1,-50118.999352702944,-50116.22538339917,,-50118.96640694342,,-50064.69220373817,,,,-50119.202443459304,-50107.617158048604,21.490611391547155,-50119.202443459304,21.490611391547155,9,car-train_10000_2000000_al_0.0001_cl_0.01_buf_100000_bs_64_th_0.25_sig_0.1;car-train_1000_2000000_al_0.0001_cl_0.01_buf_100000_bs_64_th_0.25_sig_0.1;car-train_2000_2000000_al_0.0001_cl_0.01_buf_100000_bs_64_th_0.25_sig_0.1;car-train_4000_2000000_al_0.0001_cl_0.01_buf_100000_bs_64_th_0.25_sig_0.1;car-train_6000_2000000_al_0.0001_cl_0.01_buf_100000_bs_64_th_0.25_sig_0.1
0.0001,0.0001,1000000,64,0.25,0.2,-50113.19347001473,,,,,,,,,,-50113.19347001473,0.0,-50113.19347001473,0.0,5,car-train_1000_2000000_al_0.0001_cl_0.0001_buf_1000000_bs_64_th_0.25_sig_0.2
0.0001,0.01,500000,64,0.25,0.1,,-50116.22538339917,,-50118.96640694342,,,,,,-50119.202443459304,-50118.1314112673,1.3512056307284201,-50119.202443459304,1.3512056307284201,7,car-train_10000_2000000_al_0.0001_cl_0.01_buf_500000_bs_64_th_0.25_sig_0.1;car-train_2000_2000000_al_0.0001_cl_0.01_buf_500000_bs_64_th_0.25_sig_0.1;car-train_4000_2000000_al_0.0001_cl_0.01_buf_500000_bs_64_th_0.25_sig_0.1
0.01,0.001,1000000,64,0.25,0.1,-50119.01026464764,,,,,,,,,,-50119.01026464764,0.0,-50119.01026464764,0.0,5,car-train_1000_2000000_al_0.01_cl_0.001_buf_1000000_bs_64_th_0.25_sig_0.1
0.01,0.001,1000000,64,0.15,0.2,-50119.01064428583,,,,,,,,,,-50119.01064428583,0.0,-50119.01064428583,0.0,5,car-train_1000_2000000_al_0.01_cl_0.001_buf_1000000_bs_64_th_0.15_sig_0.2
0.01,0.001,500000,64,0.15,0.2,-50119.01064428583,,,,,,,,,,-50119.01064428583,0.0,-50119.01064428583,0.0,5,car-train_1000_2000000_al_0.01_cl_0.001_buf_500000_bs_64_th_0.15_sig_0.2
0.0001,0.001,1000000,64,0.25,0.2,,,,-50119.02993155922,,,,,,,-50119.02993155922,0.0,-50119.02993155922,0.0,5,car-train_4000_2000000_al_0.0001_cl_0.001_buf_1000000_bs_64_th_0.25_sig_0.2
0.0001,0.0001,1000000,64,0.2,0.1,-50119.03156265772,,,,,,,,,,-50119.03156265772,0.0,-50119.03156265772,0.0,5,car-train_1000_2000000_al_0.0001_cl_0.0001_buf_1000000_bs_64_th_0.2_sig_0.1
0.001,0.0001,1000000,64,0.25,0.2,-50119.044795278445,,,,,,,,,,-50119.044795278445,0.0,-50119.044795278445,0.0,5,car-train_1000_2000000_al_0.001_cl_0.0001_buf_1000000_bs_64_th_0.25_sig_0.2
0.001,0.001,1000000,64,0.2,0.1,-50119.05638611608,-50119.03755858379,,,,,,,,,-50119.046972349934,0.009413766143552493,-50119.05638611608,0.009413766143552493,6,car-train_1000_2000000_al_0.001_cl_0.001_buf_1000000_bs_64_th_0.2_sig_0.1;car-train_2000_2000000_al_0.001_cl_0.001_buf_1000000_bs_64_th_0.2_sig_0.1
0.01,0.001,1000000,64,0.2,0.1,,,,-50119.047847475274,,,,,,,-50119.047847475274,0.0,-50119.047847475274,0.0,5,car-train_4000_2000000_al_0.01_cl_0.001_buf_1000000_bs_64_th_0.2_sig_0.1
0.001,0.01,1000000,64,0.2,0.2,,-50118.92447502894,,-50119.21942395211,,,,,,,-50119.07194949053,0.14747446158435196,-50119.21942395211,0.14747446158435196,6,car-train_2000_2000000_al_0.001_cl_0.01_buf_1000000_bs_64_th_0.2_sig_0.2;car-train_4000_2000000_al_0.001_cl_0.01_buf_1000000_bs_64_th_0.2_sig_0.2
0.001,0.0001,1000000,64,0.25,0.1,,,,,,,-50119.07663502746,,,,-50119.07663502746,0.0,-50119.07663502746,0.0,5,car-train_7000_2000000_al_0.001_cl_0.0001_buf_1000000_bs_64_th_0.25_sig_0.1
0.0001,0.01,1000000,64,0.15,0.1,,,,-50119.095325759656,,,,,,,-50119.095325759656,0.0,-50119.095325759656,0.0,5,car-train_4000_2000000_al_0.0001_cl_0.01_buf_1000000_bs_64_th_0.15_sig_0.1
0.001,0.01,1000000,64,0.25,0.1,,,,,-50119.10862433967,,,,,,-50119.10862433967,0.0,-50119.10862433967,0.0,5,car-train_5000_2000000_al_0.001_cl_0.01_buf_1000000_bs_64_th_0.25_sig_0.1
0.0001,0.001,1000000,64,0.15,0.1,,,,-50119.10918155436,,,,,,,-50119.10918155436,0.0,-50119.10918155436,0.0,5,car-train_4000_2000000_al_0.0001_cl_0.001_buf_1000000_bs_64_th_0.15_sig_0.1
0.0001,0.01,1000000,64,0.25,0.1,,,,,,,,,,-50119.202443459304,-50119.202443459304,0.0,-50119.202443459304,0.0,5,car-train_10000_2000000_al_0.0001_cl_0.01_buf_1000000_bs_64_th_0.25_sig_0.1
0.001,0.0001,1000000,64,0.2,0.2,,,,-50119.22102917391,,,,,,,-50119.22102917391,0.0,-50119.22102917391,0.0,5,car-train_4000_2000000_al_0.001_cl_0.0001_buf_1000000_bs_64_th_0.2_sig_0.2
0.01,0.001,1000000,64,0.2,0.2,,,,-50119.22745851155,,,,,,,-50119.22745851155,0.0,-50119.22745851155,0.0,5,car-train_4000_2000000_al_0.01_cl_0.001_buf_1000000_bs_64_th_0.2_sig_0.2
0.01,0.0001,1000000,64,0.25,0.2,,,,,,-50119.33309513043,,,,,-50119.33309513043,0.0,-50119.33309513043,0.0,5,car-train_6000_2000000_al_0.01_cl_0.0001_buf_1000000_bs_64_th_0.25_sig_0.2
